cloudlet;+/-;cloudlet_task1;+/-;cloudlet_task2;+/-;cloud;+/-;cloud_task1;+/-;cloud_task2;+/-;system;+/-;system_task1;+/-;system_task2;+/-;
5.8107423373813205;0.136621725715697;4.949423043662222;0.15829215358233575;6.542015425957027;0.2488694346725201;10.940986293938266;0.22785350831170983;9.018264959735074;0.08986185752418953;12.55033589720672;0.4244266216511763;8.47445175695878;0.1679356979289911;7.054300067893462;0.10317899153315148;9.66767872304772;0.3227174639296667;
