cloudlet;+/-;cloudlet_task1;+/-;cloudlet_task2;+/-;cloud;+/-;cloud_task1;+/-;cloud_task2;+/-;system;+/-;system_task1;+/-;system_task2;+/-;
8.388250046103932;0.004039041921104251;5.8865159762171775;0.013264012518553428;2.5017340698867523;0.011215994968650729;20.7347328398588;0.0576189917109798;2.9371853026017427;0.020830693760362236;17.797547537257092;0.04994771001175408;29.122982885962767;0.0594488055146693;8.823701278818922;0.027708390943301697;20.29928160714386;0.04885468428631845;
