cloudlet;+/-;cloudlet_task1;+/-;cloudlet_task2;+/-;cloud;+/-;cloud_task1;+/-;cloud_task2;+/-;system;+/-;system_task1;+/-;system_task2;+/-;
1.5155171566446426;0.11667210064673059;0.694018072410186;0.075558512830108;0.8214990842344568;0.059787937302919286;1.502062834869368;0.14998653440960508;0.672209610606707;0.06702764667713304;0.8298532242626611;0.09300336625582468;3.015756269079424;0.18447439535849036;1.3662276830168931;0.10254143092320579;1.6513523084971178;0.11028864890652655;
