cloudlet;+/-;cloudlet_task1;+/-;cloudlet_task2;+/-;cloud;+/-;cloud_task1;+/-;cloud_task2;+/-;system;+/-;system_task1;+/-;system_task2;+/-;
5.404039082534424;0.01054111729839698;5.004390717532112;0.013047914662112858;6.65508521659836;0.029226038169008324;11.862565686693205;0.020948332517218247;9.080841683659825;0.036488097144844155;12.494222097111109;0.022848988138431708;8.824328787783315;0.013556275408352298;5.883148296977943;0.014112077825848474;11.274268191334178;0.01899544632289635;
