cloudlet;+/-;cloudlet_task1;+/-;cloudlet_task2;+/-;cloud;+/-;cloud_task1;+/-;cloud_task2;+/-;system;+/-;system_task1;+/-;system_task2;+/-;
6.152169652201419;1.2994387390535536;5.444167987489911;1.349099574507509;6.735202781433813;1.5321264775139172;10.641477085053278;1.5318185835511429;8.972436924406642;1.3602598304962525;12.108238941619563;1.8686297009319428;8.308135300894055;1.295488605232707;7.10717448878504;1.1472227543512747;9.291119232029148;1.637593519510213;
