cloudlet;+/-;cloudlet_task1;+/-;cloudlet_task2;+/-;cloud;+/-;cloud_task1;+/-;cloud_task2;+/-;system;+/-;system_task1;+/-;system_task2;+/-;
8.380757194777702;0.040750491557114306;5.868553506475462;0.08156877017718438;2.512203688302215;0.059317587029763495;20.659691994191128;0.2691063896052561;2.9454974991885945;0.18852440039107546;17.71419449500254;0.2697411286659758;29.04044918896865;0.29360367840814366;8.814051005664108;0.2593067901353618;20.22639818330474;0.3134063653767363;
