cloudlet;+/-;cloudlet_task1;+/-;cloudlet_task2;+/-;cloud;+/-;cloud_task1;+/-;cloud_task2;+/-;system;+/-;system_task1;+/-;system_task2;+/-;
5.3190316011844985;0.6862269208076673;4.656043699067252;0.7699813297955729;6.960213407302511;1.9523106506300902;11.342799663875056;0.5726741986256526;8.22873991094197;1.4801804927849516;12.12908806245602;0.8709249405553133;8.085314022538238;0.8758703572926183;5.325138242315967;0.7703965452713625;10.53361166725827;1.1979452032101008;
