cloudlet;+/-;cloudlet_task1;+/-;cloudlet_task2;+/-;cloud;+/-;cloud_task1;+/-;cloud_task2;+/-;system;+/-;system_task1;+/-;system_task2;+/-;
1.0438875772871568;0.45646253833158534;0.48883329183821733;0.225544074923137;0.5550542854489393;0.23533100507517882;0.9317391911998331;0.19319119426209908;0.43875084612409787;0.10376933494325535;0.49298834507573513;0.10644223904552613;1.969446421347378;0.6022163572215756;0.9275841379623152;0.31486059024613106;1.0480426305246744;0.30172240318293664;
