cloudlet;+/-;cloudlet_task1;+/-;cloudlet_task2;+/-;cloud;+/-;cloud_task1;+/-;cloud_task2;+/-;system;+/-;system_task1;+/-;system_task2;+/-;
1.5593390142813939;0.0031161695161786825;0.7074807993314646;0.001979358743551097;0.8518582149499296;0.0020870296248919583;1.742239185237232;0.004583549686638565;0.791969448304983;0.002405018219142776;0.950269736932249;0.0029017130878141364;3.301578199518626;0.003277980022353553;1.4994502476364475;0.0025676135987824844;1.8021279518821784;0.0030499335926566147;
