cloudlet;+/-;cloudlet_task1;+/-;cloudlet_task2;+/-;cloud;+/-;cloud_task1;+/-;cloud_task2;+/-;system;+/-;system_task1;+/-;system_task2;+/-;
9.156312734760844;0.04906310041410302;3.5502016539148635;0.11793132705441173;5.606111080845992;0.1403692655617185;18.90572220502289;0.24475742908588827;7.052754803819689;0.16799626185503572;11.852967401203307;0.11571478649727733;28.062034939783757;0.28887355139588466;10.602956457734493;0.19295947682911557;17.459078482049186;0.23289391224088718;
